User ID,Age,Gender,Location,Diet Type,Diet Duration (years),Reason for Diet,Dietary Transition,Favorite Cuisine,Cooking Skill,Exercise Habits,Favorite Activity,Alcohol Consumption,Smoking Habits,Education Level,Occupation,Income Level,Relationship History,Children,Pets,Travel Preference,Music Taste,Movie Preference,Reading Habits,Online Activity,App Usage Frequency,Event Attendance,Referral Source,Account Duration,Profile Completeness,Response Rate,Safety Concerns,Matched
1914,44,Female,San Jose,Vegan,10,Environmental,Overnight,Asian,10,Rarely,Music,Never,Socially,Bachelor's,Doctor,Middle,3,No,No,Rarely Travel,Rock,Action,12,6,Weekly,Never,Social Media,10,74,Often,No,No
1915,35,Female,Philadelphia,Pescatarian,12,Health,In Phases,Indian,8,Rarely,Yoga,Regularly,Never,High School,Doctor,Low,2,No,No,Rarely Travel,Rock,Comedy,20,3,Weekly,Never,Social Media,7,91,Rarely,No,No
1916,32,Other,Philadelphia,Pescatarian,7,Environmental,Gradual,Asian,6,Rarely,Music,Socially,Regularly,Master's,Artist,Low,5,Yes,No,Relaxing,Pop,Documentary,8,8,Daily,Never,Friends,21,72,Often,No,No
1917,38,Male,New York,Raw Vegan,7,Ethical,In Phases,Indian,3,Weekly,Music,Socially,Socially,Master's,Entrepreneur,High,4,No,Yes,Rarely Travel,Pop,Comedy,7,10,Weekly,Rarely,Online Ad,2,72,Often,No,Yes
1918,42,Male,Philadelphia,Pescatarian,19,Religious,Gradual,Indian,8,Weekly,Reading,Regularly,Regularly,Master's,Teacher,High,4,No,No,Relaxing,Classical,Action,11,9,Daily,Never,Social Media,1,77,Often,No,No
1919,28,Male,San Antonio,Vegan,19,Environmental,In Phases,Western,8,Daily,Hiking,Socially,Socially,Master's,Artist,High,4,No,Yes,Relaxing,Rock,Documentary,11,2,Monthly,Never,Online Ad,13,63,Rarely,No,Yes
1920,18,Female,Philadelphia,Raw Vegan,16,Ethical,In Phases,Indian,8,Daily,Hiking,Never,Socially,High School,Engineer,High,3,No,No,Cultural,Rock,Documentary,2,5,Weekly,Never,Social Media,23,77,Often,Yes,No
1921,30,Male,Phoenix,Vegetarian,12,Environmental,Gradual,Indian,3,Rarely,Yoga,Regularly,Never,High School,Artist,Low,4,No,No,Relaxing,Jazz,Romance,2,2,Daily,Rarely,Online Ad,10,61,Always,No,No
1922,25,Male,Dallas,Vegan,18,Religious,Overnight,Asian,9,Weekly,Hiking,Regularly,Never,PhD,Teacher,Middle,3,No,Yes,Adventurous,Rock,Comedy,13,4,Monthly,Rarely,Social Media,6,67,Often,No,No
1923,35,Female,San Diego,Pescatarian,19,Environmental,Gradual,Western,1,Weekly,Hiking,Regularly,Regularly,High School,Engineer,Low,5,No,No,Cultural,Rock,Comedy,9,1,Monthly,Never,Social Media,15,75,Often,No,No
1924,41,Female,San Jose,Raw Vegan,14,Ethical,In Phases,Western,7,Weekly,Music,Socially,Never,PhD,Teacher,Low,0,No,Yes,Cultural,Jazz,Comedy,6,5,Monthly,Often,Friends,1,96,Rarely,No,Yes
1925,32,Male,San Jose,Vegan,4,Health,In Phases,Western,1,Daily,Reading,Socially,Regularly,High School,Doctor,High,3,No,Yes,Relaxing,Classical,Comedy,1,3,Daily,Often,Friends,10,54,Always,No,No
1926,43,Female,Chicago,Vegan,20,Ethical,In Phases,Western,7,Rarely,Music,Never,Socially,PhD,Artist,Low,1,No,Yes,Rarely Travel,Pop,Comedy,18,1,Monthly,Never,Friends,2,80,Often,No,Yes
1927,33,Male,Chicago,Vegetarian,3,Environmental,Overnight,Indian,8,Rarely,Hiking,Regularly,Socially,PhD,Entrepreneur,Middle,4,No,No,Adventurous,Rock,Action,20,9,Monthly,Often,Social Media,21,76,Often,No,No
1928,41,Other,Chicago,Pescatarian,7,Religious,Gradual,Asian,3,Rarely,Reading,Socially,Socially,PhD,Engineer,Low,3,Yes,No,Cultural,Pop,Action,6,4,Weekly,Never,Social Media,6,69,Always,No,No
1929,49,Male,Philadelphia,Raw Vegan,8,Ethical,Gradual,Asian,6,Daily,Reading,Never,Never,High School,Teacher,Middle,0,Yes,No,Relaxing,Rock,Comedy,9,9,Daily,Often,Friends,13,66,Always,No,No
1930,33,Male,New York,Pescatarian,14,Environmental,In Phases,Indian,6,Weekly,Yoga,Socially,Regularly,High School,Entrepreneur,Low,2,No,Yes,Relaxing,Jazz,Action,9,2,Monthly,Rarely,Friends,1,73,Rarely,No,No
1931,22,Male,San Diego,Vegan,12,Environmental,Overnight,Western,9,Daily,Yoga,Regularly,Regularly,Master's,Engineer,Middle,3,No,Yes,Adventurous,Rock,Documentary,10,3,Daily,Rarely,Online Ad,7,85,Often,No,Yes
1932,21,Male,San Diego,Vegan,20,Religious,Overnight,Western,10,Rarely,Hiking,Never,Never,Master's,Doctor,Low,0,No,No,Rarely Travel,Classical,Documentary,16,1,Daily,Never,Online Ad,15,65,Often,No,No
1933,43,Female,San Jose,Vegan,4,Religious,Overnight,Indian,4,Daily,Hiking,Socially,Regularly,Master's,Teacher,High,1,Yes,Yes,Cultural,Classical,Documentary,18,1,Weekly,Often,Online Ad,5,84,Often,No,No
1934,31,Male,New York,Raw Vegan,8,Health,Gradual,Western,2,Weekly,Reading,Regularly,Socially,Master's,Teacher,Low,3,No,Yes,Relaxing,Classical,Comedy,16,8,Monthly,Rarely,Social Media,19,64,Rarely,No,No
1935,25,Female,San Jose,Vegetarian,20,Health,Overnight,Western,4,Weekly,Music,Regularly,Never,Bachelor's,Teacher,High,5,No,Yes,Rarely Travel,Classical,Documentary,12,9,Monthly,Never,Friends,18,71,Often,No,Yes
1936,39,Female,San Diego,Raw Vegan,7,Health,Gradual,Western,1,Weekly,Reading,Socially,Regularly,PhD,Doctor,High,5,Yes,No,Cultural,Pop,Action,5,3,Weekly,Rarely,Friends,5,71,Rarely,No,Yes
1937,32,Male,San Jose,Vegan,13,Environmental,Overnight,Indian,9,Weekly,Music,Never,Never,PhD,Teacher,Middle,2,Yes,Yes,Rarely Travel,Rock,Action,18,5,Monthly,Never,Online Ad,21,72,Often,No,No
1938,47,Male,New York,Raw Vegan,7,Religious,Overnight,Asian,10,Daily,Reading,Regularly,Never,High School,Artist,Low,1,No,No,Cultural,Jazz,Documentary,20,3,Monthly,Often,Friends,12,75,Rarely,No,No
1939,48,Female,Houston,Vegan,8,Environmental,Overnight,Mediterranean,10,Daily,Yoga,Never,Never,Bachelor's,Artist,High,3,No,Yes,Adventurous,Classical,Action,5,2,Monthly,Rarely,Online Ad,7,86,Rarely,No,Yes
1940,27,Male,Dallas,Vegetarian,9,Health,In Phases,Asian,2,Weekly,Reading,Never,Never,High School,Engineer,Low,2,No,No,Cultural,Pop,Documentary,18,8,Monthly,Never,Friends,5,67,Always,No,No
1941,36,Female,Dallas,Vegetarian,13,Environmental,In Phases,Indian,7,Rarely,Reading,Never,Socially,Master's,Engineer,Middle,4,No,No,Cultural,Pop,Romance,8,10,Daily,Rarely,Friends,16,100,Often,No,Yes
1942,49,Female,San Jose,Raw Vegan,2,Environmental,Gradual,Asian,8,Daily,Yoga,Never,Socially,PhD,Engineer,Low,4,Yes,Yes,Adventurous,Rock,Action,1,5,Weekly,Rarely,Social Media,5,93,Often,No,No
1943,22,Male,New York,Pescatarian,2,Health,Gradual,Western,10,Weekly,Music,Regularly,Socially,Bachelor's,Entrepreneur,Middle,2,Yes,Yes,Rarely Travel,Jazz,Documentary,7,1,Weekly,Often,Online Ad,24,95,Rarely,No,Yes
1944,18,Female,Phoenix,Vegetarian,16,Environmental,Overnight,Mediterranean,5,Weekly,Yoga,Regularly,Socially,Bachelor's,Doctor,Low,2,Yes,Yes,Adventurous,Classical,Romance,12,7,Daily,Never,Friends,17,79,Often,No,Yes
1945,29,Male,Phoenix,Vegan,16,Ethical,Overnight,Mediterranean,1,Weekly,Hiking,Socially,Socially,Bachelor's,Teacher,Low,4,No,No,Rarely Travel,Jazz,Comedy,16,5,Weekly,Never,Friends,6,60,Rarely,No,No
1946,35,Female,Los Angeles,Pescatarian,8,Environmental,In Phases,Asian,2,Weekly,Music,Never,Socially,Master's,Doctor,High,2,Yes,No,Adventurous,Classical,Romance,3,8,Monthly,Rarely,Online Ad,5,55,Always,No,Yes
1947,23,Female,Dallas,Raw Vegan,16,Environmental,Gradual,Asian,1,Weekly,Hiking,Regularly,Never,Bachelor's,Engineer,Low,3,Yes,Yes,Adventurous,Pop,Documentary,8,1,Daily,Rarely,Online Ad,13,70,Always,No,No
1948,32,Female,Dallas,Raw Vegan,19,Health,In Phases,Western,7,Daily,Reading,Never,Regularly,Bachelor's,Engineer,Low,1,Yes,Yes,Adventurous,Jazz,Romance,7,1,Weekly,Never,Friends,12,64,Rarely,No,No
1949,48,Male,Phoenix,Vegetarian,13,Environmental,Gradual,Mediterranean,8,Weekly,Hiking,Never,Regularly,High School,Doctor,High,1,Yes,Yes,Adventurous,Jazz,Action,6,9,Daily,Rarely,Online Ad,18,73,Always,No,Yes
1950,41,Male,Los Angeles,Vegetarian,2,Ethical,In Phases,Indian,8,Daily,Hiking,Never,Never,Bachelor's,Teacher,Low,4,No,Yes,Adventurous,Classical,Documentary,5,2,Daily,Rarely,Online Ad,10,62,Rarely,No,No
1951,50,Male,Dallas,Pescatarian,20,Environmental,Gradual,Mediterranean,4,Daily,Music,Socially,Socially,Bachelor's,Teacher,Low,3,No,Yes,Adventurous,Classical,Action,17,1,Daily,Never,Friends,22,64,Rarely,No,No
1952,47,Male,San Diego,Vegetarian,19,Religious,Gradual,Indian,10,Rarely,Reading,Never,Regularly,Bachelor's,Artist,Low,3,No,No,Relaxing,Pop,Comedy,17,2,Weekly,Often,Online Ad,13,81,Rarely,No,No
1953,46,Male,San Antonio,Vegan,14,Ethical,Gradual,Asian,1,Weekly,Hiking,Regularly,Regularly,Master's,Entrepreneur,Middle,1,No,Yes,Adventurous,Jazz,Action,15,8,Daily,Never,Online Ad,12,92,Often,No,No
1954,23,Female,Houston,Vegetarian,5,Religious,In Phases,Western,7,Daily,Music,Socially,Never,Master's,Artist,Middle,2,No,No,Adventurous,Rock,Documentary,20,9,Monthly,Rarely,Social Media,18,74,Often,No,No
1955,38,Female,San Antonio,Vegan,12,Health,In Phases,Western,8,Daily,Hiking,Never,Socially,Master's,Artist,Low,4,No,Yes,Cultural,Classical,Action,20,9,Weekly,Never,Social Media,19,56,Often,No,No
1956,42,Male,Los Angeles,Pescatarian,4,Health,Gradual,Western,1,Daily,Hiking,Never,Regularly,High School,Entrepreneur,Middle,4,No,Yes,Relaxing,Pop,Documentary,19,1,Weekly,Rarely,Online Ad,13,80,Always,No,No
1957,49,Male,Chicago,Vegan,8,Health,In Phases,Mediterranean,4,Weekly,Yoga,Regularly,Never,Bachelor's,Teacher,High,2,No,Yes,Rarely Travel,Pop,Action,10,8,Monthly,Rarely,Friends,8,61,Always,No,No
1958,32,Female,Philadelphia,Vegetarian,12,Environmental,In Phases,Asian,7,Daily,Hiking,Socially,Socially,High School,Engineer,High,2,Yes,Yes,Rarely Travel,Pop,Romance,9,5,Monthly,Rarely,Online Ad,2,63,Always,No,No
1959,25,Male,Los Angeles,Vegetarian,9,Ethical,Gradual,Mediterranean,8,Weekly,Music,Socially,Never,Master's,Artist,Middle,1,No,No,Relaxing,Rock,Comedy,10,2,Monthly,Never,Online Ad,6,59,Always,No,No
1960,39,Female,San Diego,Vegetarian,2,Religious,Overnight,Western,9,Daily,Yoga,Never,Socially,Master's,Entrepreneur,Middle,3,No,No,Cultural,Rock,Romance,10,7,Weekly,Never,Online Ad,14,67,Always,No,Yes
1961,39,Female,Dallas,Vegan,5,Health,Overnight,Indian,3,Rarely,Yoga,Socially,Socially,High School,Doctor,Low,4,No,No,Adventurous,Rock,Comedy,11,8,Daily,Rarely,Social Media,24,60,Always,No,No
1962,25,Female,Chicago,Vegetarian,10,Health,Overnight,Mediterranean,10,Daily,Yoga,Socially,Regularly,Bachelor's,Doctor,High,5,No,Yes,Adventurous,Classical,Documentary,17,8,Daily,Rarely,Social Media,10,94,Often,No,Yes
1963,37,Female,San Jose,Vegan,13,Health,Gradual,Western,2,Daily,Hiking,Regularly,Socially,High School,Engineer,Low,1,No,Yes,Rarely Travel,Pop,Action,9,5,Daily,Never,Friends,15,50,Rarely,No,No
1964,28,Male,San Diego,Raw Vegan,9,Health,In Phases,Western,10,Daily,Music,Never,Socially,PhD,Entrepreneur,Low,2,No,Yes,Cultural,Jazz,Comedy,20,9,Monthly,Often,Online Ad,24,59,Rarely,No,No
1965,48,Male,Phoenix,Vegetarian,15,Health,In Phases,Mediterranean,10,Weekly,Hiking,Socially,Never,PhD,Engineer,High,5,No,No,Relaxing,Rock,Comedy,1,2,Daily,Often,Social Media,22,66,Always,Yes,No
1966,33,Male,San Antonio,Vegetarian,3,Health,Overnight,Mediterranean,4,Daily,Yoga,Regularly,Socially,PhD,Doctor,High,4,No,Yes,Relaxing,Classical,Action,19,2,Weekly,Often,Online Ad,23,63,Always,No,Yes
1967,27,Male,Chicago,Vegan,17,Ethical,Gradual,Asian,9,Rarely,Yoga,Socially,Never,High School,Doctor,High,4,No,No,Cultural,Pop,Documentary,5,2,Daily,Rarely,Online Ad,8,91,Rarely,No,No
1968,50,Female,Houston,Vegan,2,Environmental,Gradual,Asian,7,Weekly,Hiking,Socially,Socially,High School,Entrepreneur,High,2,No,Yes,Relaxing,Pop,Romance,13,8,Daily,Often,Online Ad,4,74,Often,No,Yes
1969,28,Female,Chicago,Vegan,19,Ethical,In Phases,Indian,6,Rarely,Reading,Regularly,Never,PhD,Entrepreneur,Middle,4,No,No,Relaxing,Classical,Action,2,8,Daily,Often,Friends,5,77,Rarely,No,No
1970,19,Male,Dallas,Pescatarian,16,Environmental,In Phases,Indian,2,Daily,Reading,Never,Regularly,Bachelor's,Artist,High,2,No,Yes,Rarely Travel,Rock,Comedy,15,3,Daily,Often,Online Ad,11,99,Always,No,No
1971,25,Male,Philadelphia,Vegan,9,Health,In Phases,Western,2,Rarely,Reading,Regularly,Never,PhD,Teacher,Middle,0,Yes,Yes,Adventurous,Classical,Documentary,15,1,Weekly,Rarely,Friends,3,50,Often,No,Yes
1972,40,Other,San Jose,Raw Vegan,15,Ethical,Overnight,Indian,4,Weekly,Hiking,Regularly,Never,High School,Artist,Middle,5,No,Yes,Cultural,Rock,Documentary,17,6,Monthly,Never,Social Media,17,54,Rarely,No,No
1973,46,Male,Chicago,Pescatarian,17,Religious,Overnight,Indian,3,Rarely,Music,Socially,Regularly,High School,Doctor,Low,5,No,No,Rarely Travel,Rock,Action,11,5,Daily,Never,Social Media,13,93,Often,No,Yes
1974,48,Male,New York,Vegetarian,8,Religious,Gradual,Western,1,Weekly,Music,Never,Socially,High School,Doctor,Middle,0,Yes,Yes,Rarely Travel,Jazz,Comedy,9,8,Daily,Never,Social Media,10,78,Always,No,Yes
1975,38,Female,New York,Vegetarian,13,Environmental,In Phases,Indian,1,Daily,Yoga,Regularly,Socially,Master's,Engineer,High,3,No,No,Adventurous,Jazz,Comedy,10,4,Weekly,Often,Social Media,20,54,Always,No,No
1976,21,Female,San Diego,Vegan,8,Health,In Phases,Indian,7,Daily,Hiking,Socially,Regularly,Master's,Entrepreneur,Low,5,No,No,Rarely Travel,Classical,Romance,3,9,Weekly,Rarely,Friends,14,97,Rarely,No,Yes
1977,32,Male,San Antonio,Pescatarian,16,Religious,Overnight,Asian,4,Rarely,Yoga,Never,Socially,Bachelor's,Engineer,Low,4,Yes,Yes,Adventurous,Rock,Romance,10,2,Monthly,Often,Social Media,15,50,Always,No,Yes
1978,49,Female,Chicago,Vegan,4,Religious,Gradual,Indian,6,Rarely,Music,Never,Regularly,Master's,Artist,Low,3,No,Yes,Relaxing,Pop,Documentary,8,4,Daily,Rarely,Friends,13,70,Always,No,No
1979,21,Male,San Diego,Vegetarian,18,Religious,In Phases,Mediterranean,10,Weekly,Reading,Never,Never,PhD,Doctor,Low,1,No,Yes,Cultural,Jazz,Action,19,3,Daily,Often,Friends,20,51,Often,No,Yes
1980,35,Male,Phoenix,Raw Vegan,17,Health,Gradual,Indian,5,Weekly,Hiking,Regularly,Socially,High School,Artist,Low,3,No,Yes,Rarely Travel,Rock,Action,13,8,Monthly,Rarely,Online Ad,15,66,Rarely,No,Yes
1981,34,Female,Dallas,Vegetarian,4,Environmental,Gradual,Western,8,Daily,Music,Never,Never,PhD,Engineer,Low,0,No,Yes,Adventurous,Rock,Romance,6,10,Monthly,Rarely,Friends,17,53,Often,No,Yes
1982,27,Female,Houston,Pescatarian,9,Ethical,In Phases,Indian,10,Rarely,Reading,Regularly,Regularly,Master's,Artist,Low,4,No,No,Relaxing,Pop,Romance,5,7,Monthly,Never,Friends,16,64,Always,No,No
1983,37,Female,New York,Vegetarian,20,Health,In Phases,Indian,5,Weekly,Yoga,Regularly,Never,PhD,Entrepreneur,High,5,No,Yes,Relaxing,Jazz,Comedy,10,3,Monthly,Often,Friends,11,73,Rarely,Yes,No
1984,33,Female,Philadelphia,Raw Vegan,13,Health,Overnight,Indian,2,Daily,Reading,Regularly,Regularly,Bachelor's,Entrepreneur,High,5,No,No,Cultural,Jazz,Comedy,8,6,Daily,Never,Social Media,3,60,Always,Yes,No
1985,48,Female,San Diego,Raw Vegan,2,Environmental,Overnight,Western,4,Weekly,Yoga,Never,Regularly,PhD,Entrepreneur,High,2,Yes,No,Adventurous,Jazz,Action,2,6,Daily,Never,Online Ad,17,78,Often,No,Yes
1986,23,Female,Phoenix,Raw Vegan,4,Health,Gradual,Western,2,Rarely,Reading,Regularly,Never,Bachelor's,Doctor,Low,1,Yes,Yes,Adventurous,Jazz,Comedy,20,1,Weekly,Often,Friends,3,87,Always,No,No
1987,22,Male,Phoenix,Vegetarian,15,Environmental,Gradual,Mediterranean,2,Weekly,Reading,Regularly,Regularly,High School,Entrepreneur,Low,5,Yes,No,Adventurous,Pop,Comedy,1,2,Daily,Rarely,Social Media,10,78,Always,No,No
1988,37,Male,San Diego,Vegetarian,11,Ethical,In Phases,Western,7,Rarely,Hiking,Never,Socially,PhD,Doctor,Middle,1,No,No,Adventurous,Pop,Documentary,17,3,Daily,Never,Online Ad,23,99,Rarely,No,No
1989,30,Male,Dallas,Vegetarian,20,Religious,Overnight,Asian,3,Rarely,Hiking,Never,Regularly,Master's,Entrepreneur,High,3,No,No,Relaxing,Rock,Romance,19,7,Monthly,Never,Friends,16,75,Always,No,No
1990,39,Male,San Antonio,Vegan,19,Religious,Gradual,Indian,8,Weekly,Hiking,Regularly,Socially,Bachelor's,Doctor,High,0,No,No,Adventurous,Classical,Documentary,9,9,Monthly,Never,Friends,20,71,Always,No,Yes
1991,28,Male,Philadelphia,Vegan,7,Health,Gradual,Mediterranean,9,Daily,Reading,Regularly,Regularly,Master's,Teacher,Low,2,Yes,No,Adventurous,Jazz,Documentary,13,8,Weekly,Rarely,Friends,10,72,Rarely,No,No
1992,19,Male,Houston,Raw Vegan,14,Religious,Gradual,Mediterranean,6,Daily,Yoga,Socially,Never,High School,Teacher,Low,4,Yes,Yes,Cultural,Pop,Documentary,4,8,Daily,Never,Friends,2,57,Rarely,No,No
1993,46,Male,San Diego,Vegetarian,13,Environmental,Overnight,Asian,6,Rarely,Hiking,Socially,Socially,Master's,Teacher,High,5,No,Yes,Cultural,Jazz,Comedy,20,5,Daily,Often,Social Media,19,67,Rarely,No,Yes
1994,20,Female,Houston,Vegetarian,10,Religious,Overnight,Mediterranean,10,Daily,Hiking,Socially,Regularly,PhD,Engineer,High,5,No,Yes,Rarely Travel,Pop,Action,1,4,Daily,Often,Social Media,22,71,Rarely,No,Yes
1995,22,Male,New York,Vegetarian,13,Ethical,Gradual,Mediterranean,4,Weekly,Yoga,Socially,Never,Bachelor's,Entrepreneur,Middle,1,Yes,No,Cultural,Pop,Romance,9,8,Weekly,Never,Social Media,3,69,Often,No,No
1996,21,Male,Dallas,Pescatarian,11,Ethical,Overnight,Mediterranean,3,Rarely,Music,Socially,Never,Bachelor's,Engineer,High,4,No,No,Cultural,Classical,Romance,17,5,Daily,Often,Online Ad,18,55,Rarely,No,Yes
1997,36,Male,Phoenix,Pescatarian,1,Religious,Overnight,Asian,4,Rarely,Hiking,Regularly,Never,Bachelor's,Entrepreneur,High,2,Yes,No,Adventurous,Rock,Romance,18,2,Weekly,Never,Friends,23,89,Always,No,No
1998,22,Male,San Antonio,Raw Vegan,18,Religious,Gradual,Indian,7,Rarely,Reading,Never,Never,Bachelor's,Engineer,Low,5,Yes,Yes,Adventurous,Classical,Documentary,2,4,Monthly,Rarely,Social Media,17,71,Often,No,No
1999,35,Male,Los Angeles,Pescatarian,4,Ethical,Overnight,Mediterranean,7,Daily,Reading,Never,Regularly,Bachelor's,Engineer,High,3,No,Yes,Adventurous,Classical,Action,6,4,Weekly,Often,Online Ad,7,65,Rarely,No,No
2000,41,Female,Chicago,Vegetarian,10,Ethical,Overnight,Asian,6,Weekly,Reading,Socially,Socially,High School,Teacher,Low,5,Yes,No,Cultural,Classical,Romance,17,4,Monthly,Often,Friends,7,59,Often,No,Yes
2001,31,Female,San Diego,Raw Vegan,1,Religious,In Phases,Western,9,Daily,Hiking,Never,Regularly,Bachelor's,Engineer,High,0,No,No,Adventurous,Classical,Comedy,4,2,Monthly,Never,Friends,13,83,Often,No,No
2002,26,Male,Chicago,Pescatarian,10,Religious,In Phases,Western,4,Rarely,Reading,Never,Regularly,High School,Doctor,Middle,3,Yes,No,Rarely Travel,Classical,Documentary,3,10,Weekly,Often,Online Ad,21,89,Always,No,No
2003,47,Male,Phoenix,Pescatarian,14,Health,Overnight,Western,3,Rarely,Music,Regularly,Regularly,Master's,Artist,High,4,Yes,Yes,Relaxing,Jazz,Documentary,14,7,Weekly,Rarely,Social Media,15,82,Always,No,No
2004,46,Male,Chicago,Raw Vegan,6,Environmental,In Phases,Mediterranean,6,Daily,Yoga,Regularly,Never,Bachelor's,Doctor,High,0,No,Yes,Adventurous,Classical,Romance,5,4,Daily,Rarely,Online Ad,4,96,Rarely,No,No
2005,28,Other,San Antonio,Vegetarian,5,Religious,Gradual,Western,8,Rarely,Hiking,Socially,Regularly,High School,Teacher,Middle,3,No,No,Rarely Travel,Rock,Comedy,11,9,Daily,Rarely,Social Media,3,71,Always,No,Yes
2006,48,Female,Dallas,Raw Vegan,8,Religious,In Phases,Mediterranean,5,Weekly,Reading,Regularly,Regularly,Bachelor's,Entrepreneur,Low,5,Yes,No,Cultural,Rock,Romance,2,4,Daily,Never,Online Ad,18,87,Always,No,No
2007,18,Female,San Jose,Vegan,14,Environmental,Gradual,Asian,5,Weekly,Hiking,Regularly,Regularly,Bachelor's,Doctor,High,1,No,No,Adventurous,Jazz,Comedy,6,4,Daily,Rarely,Friends,5,73,Always,No,No
2008,23,Other,Phoenix,Vegan,8,Ethical,In Phases,Asian,4,Rarely,Music,Regularly,Never,PhD,Teacher,High,1,No,No,Cultural,Jazz,Comedy,20,4,Daily,Rarely,Social Media,7,80,Always,No,Yes
2009,43,Male,San Jose,Vegetarian,2,Ethical,In Phases,Western,2,Rarely,Yoga,Never,Never,PhD,Engineer,Middle,5,No,No,Rarely Travel,Jazz,Action,6,7,Daily,Never,Online Ad,18,81,Often,No,Yes
2010,21,Male,Houston,Pescatarian,11,Environmental,Overnight,Indian,6,Daily,Music,Never,Never,Bachelor's,Doctor,Middle,3,No,No,Cultural,Rock,Action,15,8,Monthly,Never,Social Media,22,68,Always,No,No
2011,35,Male,Houston,Vegetarian,16,Religious,In Phases,Mediterranean,8,Daily,Reading,Socially,Regularly,Bachelor's,Engineer,High,0,No,No,Cultural,Rock,Comedy,16,6,Daily,Often,Social Media,16,66,Rarely,Yes,No
2012,39,Female,San Diego,Raw Vegan,1,Environmental,Gradual,Western,10,Weekly,Reading,Socially,Socially,PhD,Doctor,High,1,Yes,No,Relaxing,Rock,Comedy,1,9,Weekly,Rarely,Social Media,22,82,Always,No,No
2013,47,Female,San Antonio,Vegan,12,Ethical,Gradual,Asian,5,Rarely,Hiking,Never,Regularly,High School,Doctor,Middle,0,Yes,Yes,Adventurous,Classical,Documentary,8,1,Weekly,Never,Social Media,15,62,Always,Yes,No
2014,23,Male,Philadelphia,Vegan,11,Ethical,Overnight,Mediterranean,4,Rarely,Music,Socially,Regularly,PhD,Doctor,Middle,1,No,No,Adventurous,Classical,Comedy,18,1,Daily,Often,Friends,9,71,Often,No,No
2015,21,Male,Houston,Vegan,19,Environmental,Overnight,Asian,1,Daily,Music,Never,Regularly,PhD,Artist,High,3,Yes,Yes,Adventurous,Classical,Documentary,16,9,Monthly,Never,Online Ad,11,74,Always,No,Yes
2016,29,Male,Philadelphia,Vegan,17,Ethical,Gradual,Mediterranean,9,Weekly,Yoga,Regularly,Never,High School,Entrepreneur,Middle,4,No,No,Cultural,Rock,Romance,2,7,Daily,Often,Social Media,6,54,Often,Yes,Yes
2017,46,Male,New York,Raw Vegan,19,Environmental,In Phases,Indian,10,Daily,Music,Regularly,Socially,PhD,Artist,High,2,Yes,No,Relaxing,Classical,Documentary,3,9,Weekly,Never,Social Media,4,55,Often,No,No
2018,27,Other,Phoenix,Vegetarian,16,Health,Gradual,Indian,10,Weekly,Yoga,Never,Never,Master's,Teacher,High,3,No,No,Cultural,Rock,Documentary,6,8,Weekly,Often,Social Media,17,58,Rarely,No,No
2019,24,Female,San Jose,Pescatarian,5,Religious,Gradual,Asian,1,Weekly,Hiking,Socially,Regularly,Master's,Engineer,Middle,4,No,No,Rarely Travel,Pop,Action,15,5,Monthly,Never,Social Media,15,88,Rarely,Yes,No
2020,24,Female,Dallas,Pescatarian,16,Ethical,Overnight,Mediterranean,6,Weekly,Hiking,Socially,Never,Master's,Doctor,High,4,Yes,No,Cultural,Jazz,Comedy,20,1,Daily,Often,Online Ad,17,53,Often,No,No
2021,40,Other,San Antonio,Vegan,12,Religious,Overnight,Indian,7,Weekly,Music,Never,Never,Master's,Teacher,Middle,0,No,Yes,Rarely Travel,Pop,Documentary,15,1,Monthly,Rarely,Friends,3,86,Often,Yes,No
2022,23,Male,Phoenix,Pescatarian,11,Religious,In Phases,Indian,4,Weekly,Music,Never,Regularly,PhD,Engineer,Middle,4,No,Yes,Adventurous,Jazz,Action,16,2,Daily,Often,Friends,22,52,Often,No,No
2023,48,Female,Houston,Vegan,12,Health,In Phases,Indian,5,Weekly,Yoga,Regularly,Regularly,Master's,Engineer,High,1,No,Yes,Cultural,Classical,Romance,16,8,Monthly,Rarely,Online Ad,23,55,Always,No,No
2024,19,Female,San Jose,Pescatarian,2,Environmental,Gradual,Asian,5,Weekly,Yoga,Never,Socially,High School,Entrepreneur,High,5,Yes,Yes,Adventurous,Pop,Documentary,19,2,Weekly,Never,Friends,21,98,Always,No,Yes
2025,47,Female,Dallas,Raw Vegan,4,Ethical,In Phases,Western,7,Daily,Reading,Regularly,Never,PhD,Engineer,High,3,Yes,Yes,Rarely Travel,Pop,Comedy,7,7,Monthly,Rarely,Online Ad,10,91,Often,No,No
2026,18,Female,Houston,Raw Vegan,12,Environmental,Gradual,Western,10,Rarely,Reading,Regularly,Regularly,PhD,Artist,High,1,No,No,Adventurous,Rock,Action,2,9,Weekly,Never,Social Media,15,64,Rarely,No,Yes
2027,25,Female,San Jose,Pescatarian,14,Environmental,In Phases,Asian,7,Daily,Yoga,Regularly,Regularly,Bachelor's,Teacher,Middle,3,No,Yes,Relaxing,Rock,Action,19,10,Daily,Often,Social Media,6,67,Rarely,No,Yes
2028,37,Male,San Jose,Raw Vegan,5,Ethical,Overnight,Western,10,Weekly,Yoga,Regularly,Socially,Master's,Engineer,High,0,No,Yes,Relaxing,Pop,Action,7,5,Daily,Never,Social Media,23,66,Often,No,No
